County,State,Pov_Num_All,Pov_Pct_All,Median_Income,Crime_Rate_per_100000,Murder,Rape,Robbery,Aggravated_Assault,Burglary,Larceny,Vehicle_Theft,Arson,Population,Mean_Rent,Median_Rent
Gadsden County,FL,10596.0,24.5,36637.0,528.2071265,5.0,12.0,25.0,202.0,444.0,659.0,42.0,5.0,46194.0,990.0,878.0
Gilchrist County,FL,3102.0,19.2,39342.0,194.9087473,0.0,0.0,1.0,32.0,94.0,137.0,16.0,0.0,16931.0,636.0,563.0
Glades County,FL,2683.0,22.1,40215.0,292.2442863,0.0,3.0,1.0,35.0,72.0,111.0,11.0,0.0,13345.0,798.0,616.0
Hamilton County,FL,3685.0,31.8,33497.0,0.0,0.0,0.0,0.0,0.0,28.0,16.0,0.0,0.0,8368.0,674.0,603.0
Hendry County,FL,9945.0,25.8,39320.0,621.814203,0.0,15.0,37.0,181.0,595.0,646.0,52.0,8.0,37471.0,1211.0,1316.0
Hernando County,FL,25217.0,14.3,43103.0,295.2287593,2.0,46.0,71.0,396.0,1249.0,3213.0,166.0,7.0,174441.0,1027.0,736.0
Highlands County,FL,22419.0,22.9,34691.0,271.4718899,3.0,24.0,65.0,173.0,840.0,1527.0,105.0,10.0,97616.0,672.0,622.0
Hillsborough County,FL,209040.0,15.8,51710.0,243.5734,2.0,142.0,275.0,565.0,1695.0,7007.0,339.0,117.0,403985.0,1193.0,1183.0
Holmes County,FL,4535.0,25.9,35202.0,18.35157021,0.0,4.0,2.0,2.0,71.0,270.0,15.0,1.0,43593.0,759.0,759.0
Indian River County,FL,19051.0,13.0,49887.0,308.4637379,1.0,17.0,64.0,356.0,851.0,2830.0,102.0,1.0,141994.0,1706.0,1541.0
Jackson County,FL,9032.0,22.5,36751.0,22.34304014,0.0,1.0,0.0,1.0,29.0,28.0,7.0,0.0,13427.0,574.0,573.0
Jefferson County,FL,2479.0,19.4,42210.0,0.0,0.0,0.0,0.0,0.0,15.0,31.0,2.0,0.0,7560.0,1346.0,1359.0
Lafayette County,FL,1645.0,23.8,40345.0,25.3322421,0.0,2.0,5.0,6.0,81.0,394.0,14.0,0.0,51318.0,723.0,591.0
Lake County,FL,41272.0,12.8,49711.0,41.47656574,1.0,2.0,0.0,2.0,15.0,72.0,5.0,0.0,12055.0,937.0,453.0
Lee County,FL,110398.0,15.9,50713.0,63.27630654,0.0,3.0,7.0,44.0,299.0,464.0,31.0,20.0,85340.0,549.0,520.0
Leon County,FL,59366.0,21.8,46405.0,89.59503046,1.0,4.0,1.0,9.0,94.0,112.0,22.0,0.0,16742.0,628.0,611.0
Levy County,FL,8725.0,22.1,36005.0,282.514378,0.0,18.0,5.0,89.0,323.0,590.0,45.0,1.0,39644.0,725.0,729.0
Liberty County,FL,1422.0,22.6,39623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2369.0,753.0,829.0
Madison County,FL,4437.0,27.0,34360.0,38.83997929,0.0,1.0,0.0,5.0,45.0,85.0,5.0,0.0,15448.0,763.0,777.0
Manatee County,FL,53080.0,14.8,50728.0,585.7833537,26.0,141.0,388.0,1449.0,2720.0,7699.0,404.0,14.0,342106.0,1346.0,1371.0
Marion County,FL,62271.0,18.7,40053.0,40.91987888,0.0,0.0,0.0,5.0,35.0,56.0,8.0,0.0,12219.0,620.0,568.0
Martin County,FL,17125.0,11.2,53459.0,78.74015748,0.0,0.0,0.0,8.0,26.0,69.0,9.0,5.0,10160.0,789.0,835.0
Miami-Dade County,FL,529850.0,20.0,43687.0,656.0124348,210.0,570.0,6006.0,10383.0,21105.0,82992.0,9451.0,226.0,2617176.0,1247.0,1152.0
Monroe County,FL,8638.0,11.3,58332.0,27.42543709,0.0,2.0,0.0,2.0,42.0,57.0,0.0,1.0,14585.0,563.0,615.0
Nassau County,FL,8407.0,10.8,55707.0,159.8203672,1.0,4.0,21.0,95.0,412.0,926.0,72.0,12.0,75710.0,2207.0,2196.0
Okaloosa County,FL,21966.0,11.3,55391.0,464.3699274,2.0,72.0,108.0,718.0,920.0,3889.0,219.0,2.0,193811.0,992.0,902.0
Orange County,FL,196882.0,15.6,50593.0,58.79301401,1.0,7.0,1.0,8.0,192.0,238.0,18.0,10.0,28915.0,991.0,772.0
Osceola County,FL,59226.0,18.5,45127.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,2.0,0.0,6211.0,766.0,586.0
Palm Beach County,FL,189355.0,13.5,56638.0,478.6575434,74.0,381.0,1883.0,4230.0,10230.0,31147.0,2641.0,157.0,1372171.0,1825.0,1754.0
Pasco County,FL,71760.0,14.6,46080.0,319.0312554,12.0,107.0,304.0,1094.0,3597.0,8943.0,657.0,91.0,475502.0,795.0,758.0
Pinellas County,FL,127287.0,13.6,47591.0,550.6712247,44.0,361.0,1206.0,3505.0,7392.0,24499.0,1755.0,167.0,929048.0,837.0,837.0
Polk County,FL,109907.0,17.3,44024.0,0.0,0.0,0.0,0.0,0.0,11.0,28.0,1.0,2.0,5275.0,794.0,712.0
Putnam County,FL,19291.0,27.3,32351.0,0.0,0.0,0.0,0.0,0.0,8.0,25.0,2.0,0.0,4875.0,722.0,774.0
St. Johns County,FL,22001.0,9.8,71896.0,281.4254437,8.0,14.0,58.0,510.0,929.0,3514.0,167.0,4.0,209647.0,1164.0,1127.0
St. Lucie County,FL,48570.0,16.4,45918.0,393.958833,7.0,104.0,223.0,796.0,2001.0,4673.0,273.0,15.0,286832.0,944.0,841.0
Santa Rosa County,FL,19681.0,12.3,59289.0,152.0832299,0.0,25.0,27.0,193.0,597.0,1549.0,100.0,7.0,161096.0,939.0,939.0
Sarasota County,FL,38874.0,9.7,55882.0,316.8309731,17.0,71.0,288.0,861.0,2741.0,7901.0,378.0,26.0,390429.0,1091.0,1018.0
Seminole County,FL,51205.0,11.5,57357.0,117.9894596,2.0,6.0,4.0,18.0,271.0,487.0,56.0,8.0,25426.0,525.0,506.0
Sumter County,FL,11178.0,10.1,54592.0,141.9817666,0.0,16.0,17.0,119.0,321.0,559.0,45.0,1.0,107056.0,1193.0,1148.0
Taylor County,FL,4061.0,21.2,39116.0,16.23113131,0.0,0.0,0.0,1.0,4.0,15.0,0.0,0.0,6161.0,473.0,348.0
Union County,FL,2710.0,26.2,41078.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7277.0,516.0,546.0
Volusia County,FL,82326.0,16.3,42334.0,431.3099042,19.0,96.0,422.0,1623.0,4095.0,12072.0,1046.0,29.0,500800.0,743.0,760.0
Wakulla County,FL,4623.0,16.5,48703.0,296.563729,0.0,13.0,4.0,75.0,149.0,513.0,22.0,7.0,31022.0,861.0,949.0
Walton County,FL,9104.0,14.8,47875.0,299.6944749,21.0,27.0,42.0,167.0,817.0,1719.0,163.0,4.0,85754.0,853.0,837.0
Washington County,FL,5451.0,24.8,36328.0,34.61405331,0.0,2.0,2.0,3.0,20.0,93.0,13.0,0.0,20223.0,875.0,876.0
Appling County,GA,4050.0,22.5,39588.0,162.6898048,1.0,3.0,3.0,23.0,147.0,438.0,13.0,0.0,18440.0,577.0,597.0
Atkinson County,GA,2246.0,26.9,32398.0,373.9445115,1.0,2.0,4.0,24.0,72.0,138.0,7.0,0.0,8290.0,471.0,423.0
Bacon County,GA,2621.0,23.9,35431.0,392.296719,0.0,7.0,12.0,25.0,43.0,113.0,5.0,0.0,11216.0,652.0,570.0
Baker County,GA,910.0,28.7,34455.0,6.242976651,0.0,0.0,1.0,0.0,20.0,53.0,3.0,0.0,16018.0,845.0,743.0
Baldwin County,GA,10337.0,26.0,38015.0,228.086325,8.0,30.0,76.0,332.0,967.0,3829.0,192.0,31.0,195540.0,649.0,639.0
Banks County,GA,2916.0,15.8,44146.0,298.6695629,0.0,2.0,1.0,52.0,109.0,428.0,29.0,0.0,18415.0,0.0,0.0
Barrow County,GA,11705.0,15.6,53789.0,460.4425287,0.0,11.0,22.0,296.0,409.0,1149.0,94.0,7.0,71453.0,677.0,652.0
Bartow County,GA,13768.0,13.6,50900.0,407.8085966,2.0,23.0,38.0,350.0,1032.0,2545.0,287.0,6.0,101273.0,961.0,798.0
Ben Hill County,GA,5549.0,32.5,30776.0,508.1358835,0.0,23.0,12.0,54.0,180.0,303.0,24.0,3.0,17515.0,592.0,593.0
Berrien County,GA,4777.0,25.5,35518.0,194.2461151,0.0,4.0,8.0,25.0,149.0,274.0,11.0,1.0,19048.0,1059.0,1019.0
Bibb County,GA,39343.0,26.7,38870.0,217.6616915,1.0,4.0,8.0,36.0,122.0,251.0,27.0,0.0,22512.0,644.0,603.0
Bleckley County,GA,2243.0,19.3,42716.0,156.6048078,0.0,4.0,5.0,11.0,105.0,260.0,6.0,1.0,12771.0,574.0,574.0
Brooks County,GA,3930.0,25.4,36820.0,207.2682051,1.0,2.0,0.0,11.0,44.0,91.0,2.0,4.0,7237.0,1147.0,1143.0
Bryan County,GA,4589.0,13.1,69650.0,162.8615375,0.0,5.0,8.0,41.0,122.0,451.0,29.0,0.0,33157.0,689.0,681.0
Bulloch County,GA,20118.0,29.9,36544.0,172.7188474,4.0,23.0,61.0,35.0,514.0,1735.0,91.0,2.0,71214.0,863.0,760.0
Burke County,GA,5629.0,25.1,36977.0,43.36513443,0.0,0.0,0.0,1.0,6.0,15.0,5.0,0.0,2306.0,433.0,356.0
Butts County,GA,3959.0,19.0,44166.0,278.2415136,0.0,10.0,12.0,43.0,118.0,392.0,49.0,0.0,23361.0,1129.0,1085.0
Calhoun County,GA,1786.0,37.5,30972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5059.0,992.0,1030.0
Camden County,GA,6803.0,13.6,52706.0,117.7971925,0.0,1.0,2.0,9.0,40.0,72.0,3.0,0.0,10187.0,999.0,902.0
Candler County,GA,2981.0,28.1,32806.0,256.0117034,0.0,1.0,9.0,18.0,61.0,139.0,0.0,0.0,10937.0,609.0,543.0
Carroll County,GA,22544.0,20.4,45453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10385.0,540.0,549.0
Catoosa County,GA,8563.0,13.1,50979.0,200.5787693,3.0,8.0,18.0,102.0,347.0,1428.0,136.0,7.0,65311.0,696.0,708.0
Chatham County,GA,48579.0,17.8,48885.0,155.6490115,1.0,10.0,18.0,75.0,504.0,739.0,41.0,8.0,66817.0,670.0,653.0
Cherokee County,GA,21930.0,9.4,74885.0,91.51244303,3.0,35.0,32.0,136.0,774.0,2189.0,168.0,1.0,225106.0,0.0,0.0
Clarke County,GA,42773.0,38.1,33302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16415.0,695.0,441.0
Clay County,GA,1034.0,34.3,25941.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6392.0,605.0,566.0
Clayton County,GA,62452.0,23.3,41731.0,78.77116975,0.0,1.0,0.0,13.0,18.0,37.0,3.0,2.0,17773.0,0.0,0.0
Clinch County,GA,1915.0,28.2,31848.0,529.8013245,2.0,0.0,8.0,26.0,75.0,171.0,2.0,1.0,6795.0,701.0,592.0
Cobb County,GA,83213.0,11.4,70097.0,264.2256585,15.0,119.0,646.0,1115.0,4322.0,11263.0,1136.0,44.0,717190.0,1052.0,959.0
Coffee County,GA,9022.0,22.6,34775.0,341.591739,2.0,5.0,12.0,155.0,321.0,786.0,73.0,13.0,50938.0,913.0,637.0
Colquitt County,GA,10851.0,24.1,34151.0,386.8179363,4.0,11.0,41.0,123.0,403.0,1250.0,65.0,9.0,46275.0,0.0,0.0
Columbia County,GA,13355.0,9.3,75232.0,56.8618184,1.0,12.0,22.0,42.0,451.0,2035.0,110.0,11.0,135416.0,724.0,735.0
Cook County,GA,4090.0,24.1,34505.0,38.46153846,0.0,0.0,0.0,2.0,17.0,152.0,4.0,0.0,5200.0,957.0,889.0
Coweta County,GA,14976.0,10.9,67268.0,165.1899685,2.0,14.0,54.0,150.0,609.0,1937.0,145.0,9.0,133180.0,941.0,936.0
Crawford County,GA,2521.0,20.6,43559.0,12.19735317,0.0,0.0,0.0,2.0,19.0,168.0,5.0,0.0,16397.0,486.0,475.0
Crisp County,GA,7224.0,32.3,31095.0,475.6599246,3.0,9.0,44.0,55.0,333.0,993.0,36.0,4.0,23336.0,450.0,337.0
Dade County,GA,2474.0,16.2,43632.0,158.3531275,0.0,0.0,0.0,12.0,42.0,19.0,7.0,3.0,7578.0,630.0,624.0
Dawson County,GA,2800.0,12.1,60195.0,48.48805431,0.0,0.0,2.0,9.0,69.0,281.0,24.0,3.0,22686.0,0.0,0.0
Decatur County,GA,7114.0,27.3,37661.0,12.29105211,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,8136.0,586.0,578.0
DeKalb County,GA,128675.0,17.8,53994.0,54.51713396,0.0,0.0,0.0,7.0,25.0,45.0,11.0,0.0,12840.0,574.0,504.0
Dodge County,GA,4715.0,24.8,34611.0,76.97183736,1.0,12.0,6.0,49.0,248.0,1096.0,26.0,8.0,88344.0,726.0,687.0
Dooly County,GA,4106.0,33.8,32323.0,293.6241611,0.0,1.0,5.0,36.0,38.0,125.0,5.0,0.0,14304.0,708.0,739.0
Douglas County,GA,19638.0,14.1,58443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3023.0,378.0,235.0
Early County,GA,2739.0,26.5,31935.0,635.553026,1.0,3.0,8.0,55.0,105.0,196.0,6.0,0.0,10542.0,591.0,563.0
Effingham County,GA,6417.0,11.4,63255.0,89.98090201,1.0,16.0,10.0,22.0,193.0,341.0,29.0,1.0,54456.0,558.0,447.0
Elbert County,GA,4509.0,23.7,35814.0,46.34896558,0.0,1.0,1.0,9.0,39.0,66.0,3.0,0.0,23733.0,907.0,822.0
Emanuel County,GA,5872.0,27.0,31772.0,612.2359732,2.0,6.0,14.0,118.0,253.0,799.0,59.0,2.0,22867.0,494.0,499.0
Evans County,GA,2841.0,27.4,34085.0,120.0036924,0.0,0.0,3.0,10.0,53.0,95.0,12.0,0.0,10833.0,752.0,813.0
Fannin County,GA,4202.0,17.4,39796.0,193.1132832,4.0,18.0,3.0,40.0,180.0,366.0,25.0,2.0,33659.0,683.0,638.0
Fayette County,GA,7665.0,7.0,80588.0,4.190939189,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,23861.0,497.0,457.0
Floyd County,GA,18060.0,19.6,41130.0,41.31377815,1.0,3.0,4.0,8.0,61.0,135.0,16.0,1.0,38728.0,652.0,660.0
Forsyth County,GA,13222.0,6.3,97886.0,85.46352447,0.0,15.0,10.0,142.0,395.0,1432.0,33.0,2.0,195405.0,790.0,781.0
Franklin County,GA,4707.0,21.9,40156.0,32.41491086,1.0,0.0,0.0,0.0,6.0,11.0,0.0,0.0,3085.0,719.0,751.0
Fulton County,GA,156705.0,16.0,59911.0,73.35322021,0.0,1.0,3.0,11.0,41.0,69.0,13.0,0.0,20449.0,0.0,0.0
Gilmer County,GA,4920.0,16.9,43907.0,103.7822878,0.0,0.0,0.0,9.0,8.0,39.0,3.0,0.0,8672.0,0.0,0.0
Glynn County,GA,14999.0,18.2,46377.0,559.4542867,6.0,13.0,125.0,312.0,957.0,2814.0,112.0,8.0,81508.0,1356.0,1175.0
Gordon County,GA,10036.0,18.1,44580.0,328.2099109,4.0,10.0,11.0,158.0,345.0,1110.0,63.0,1.0,55757.0,787.0,766.0
Grady County,GA,7309.0,29.3,36486.0,154.2843579,0.0,7.0,5.0,27.0,130.0,346.0,20.0,0.0,25278.0,510.0,512.0
Greene County,GA,3510.0,21.2,43326.0,21.06149958,0.0,0.0,0.0,3.0,10.0,11.0,6.0,0.0,14244.0,590.0,510.0
Gwinnett County,GA,112026.0,12.6,61797.0,221.22555,39.0,198.0,807.0,857.0,4849.0,12877.0,1305.0,65.0,859304.0,1207.0,1148.0
Habersham County,GA,6891.0,16.6,44400.0,140.8775982,0.0,7.0,1.0,53.0,269.0,576.0,33.0,0.0,43300.0,608.0,650.0
