County,State,Pov_Pct_All,Median_Income,Crime_Rate_per_100000,Population,Mean_Rent,Latitude,Longitude,Pct_Income_as_Rent
Chesterfield County,SC,Medium,Low,Very Low,Very Low,Medium,Medium,-77.572819,45.7
Clarendon County,SC,Medium,Low,Low,Very Low,Low,Low,-80.352648,12.8
Colleton County,SC,Medium,Low,Medium,Very Low,Low,Low,-80.81421,24.4
Darlington County,SC,Medium,Low,Medium,Very Low,Low,Low,-80.07016,16.6
Dillon County,SC,Medium,Low,Very High,Very Low,Low,Low,-79.433644,23.5
Dorchester County,SC,Low,Low,Low,Very Low,Low,Low,-80.178905,21.5
Edgefield County,SC,Medium,Low,Very Low,Very Low,Low,Low,-81.840937,17.8
Fairfield County,SC,Medium,Low,Very Low,Very Low,Low,Low,-81.090658,18.9
Florence County,SC,Medium,Low,Very Low,Very Low,Low,Very High,-88.667306,0.0
Georgetown County,SC,Medium,Low,Low,Very Low,Low,Low,-79.56597,17.4
Greenville County,SC,Low,Low,Low,Very Low,Low,Low,-82.384822,13.2
Greenwood County,SC,Medium,Low,Very Low,Very Low,Low,Low,-82.105009,0.0
Hampton County,SC,Medium,Low,Medium,Very Low,Low,Low,-80.854632,30.7
Horry County,SC,Low,Low,Medium,Very Low,Low,Low,-78.97754,24.2
Jasper County,SC,Medium,Low,Very Low,Very Low,Low,Low,-93.90007,17.7
Kershaw County,SC,Low,Low,Low,Very Low,Low,Low,-80.793,22.7
Lancaster County,SC,Low,Low,Very Low,Very Low,Low,Medium,-76.389965,26.3
Laurens County,SC,Medium,Low,Low,Very Low,Low,Low,-81.98559,23.7
Lee County,SC,Medium,Low,Very Low,Very Low,Low,Medium,-83.057415,20.9
Lexington County,SC,Low,Low,Low,Very Low,Low,Low,-81.13754,16.9
McCormick County,SC,Medium,Low,Low,Very Low,Low,Low,-82.450293,0.0
Marion County,SC,Medium,Low,Very Low,Very Low,Low,Medium,-80.220774,24.4
Marlboro County,SC,Medium,Low,Very High,Very Low,Low,Low,-79.840328,28.7
Newberry County,SC,Medium,Low,Low,Very Low,Low,Low,-81.528368,20.4
Oconee County,SC,Low,Low,Very Low,Very Low,Low,Low,-82.965604,16.8
Orangeburg County,SC,Medium,Low,Low,Very Low,Low,Low,-81.111953,20.7
Pickens County,SC,Medium,Low,Very Low,Very Low,Low,Low,-82.812407,26.3
Richland County,SC,Low,Low,Very Low,Very Low,Low,High,-90.38342,12.9
Saluda County,SC,Medium,Low,Low,Very Low,Low,Low,-81.771638,19.2
Spartanburg County,SC,Low,Low,Low,Very Low,Low,Low,-82.098901,19.7
Sumter County,SC,Medium,Low,Very Low,Very Low,Medium,Low,-80.52594,34.9
Union County,SC,Medium,Low,Very Low,Very Low,Low,Medium,-83.806439,17.5
Williamsburg County,SC,High,Low,Medium,Very Low,Low,Low,-79.828661,19.5
York County,SC,Low,Medium,Very Low,Very Low,Low,Low,-81.0256,18.2
Aurora County,SD,Low,Low,Very Low,Very Low,Low,Very High,-101.6608274,13.6
Beadle County,SD,Low,Low,Very Low,Very Low,Low,Very High,-97.987907,16.0
Bennett County,SD,High,Low,Very Low,Very Low,Low,High,-101.732297,16.9
Bon Homme County,SD,Low,Low,Very Low,Very Low,Low,High,-97.864223,10.7
Brookings County,SD,Low,Low,Very Low,Very Low,Low,High,-96.922206,14.4
Brown County,SD,Low,Low,Very Low,Very Low,Low,Very High,-88.234279,15.4
Brule County,SD,Low,Low,Very Low,Very Low,Low,High,-99.211349,0.0
Buffalo County,SD,High,Low,Very Low,Very Low,Low,High,-91.705204,34.5
Butte County,SD,Low,Low,Very Low,Very Low,Low,Very High,-103.553842,17.9
Campbell County,SD,Low,Low,Very Low,Very Low,Low,High,-105.496241,25.6
Charles Mix County,SD,Medium,Low,Very Low,Very Low,Low,High,-98.426833,16.2
Clark County,SD,Low,Medium,Very Low,Very Low,Low,Very High,-90.598773,10.5
Clay County,SD,Medium,Low,Very Low,Very Low,Low,Low,-98.231798,16.5
Codington County,SD,Low,Low,Very Low,Very Low,Low,Very High,-96.974135,0.0
Corson County,SD,High,Low,Very Low,Very Low,Low,Very High,-100.810681,20.8
Custer County,SD,Low,Low,Very Low,Very Low,Low,High,-103.594582,13.5
Davison County,SD,Low,Low,Low,Very Low,Low,High,-98.029973,18.6
Day County,SD,Low,Low,Very Low,Very Low,Low,Very High,-97.493204,8.6
Deuel County,SD,Low,Low,Very Low,Very Low,Low,Very High,-96.690239,11.5
Dewey County,SD,Medium,Low,Very Low,Very Low,Low,Very High,-100.901179,17.3
Douglas County,SD,Low,Low,Very Low,Very Low,Low,Very High,-91.799516,8.7
Edmunds County,SD,Low,Low,Very Low,Very Low,Low,Very High,-99.336969,12.1
Faulk County,SD,Low,Low,Very Low,Very Low,Low,Very High,-99.464715,0.0
Grant County,SD,Low,Low,Very Low,Very Low,Low,High,-90.97229,15.5
Gregory County,SD,Medium,Low,Very Low,Very Low,Low,High,-99.094883,0.0
Haakon County,SD,Low,Low,Very Low,Very Low,Low,High,-101.155442,14.3
Hamlin County,SD,Low,Medium,Very Low,Very Low,Low,Very High,-97.467281,8.8
Hand County,SD,Low,Low,Very Low,Very Low,Low,Very High,-99.200525,5.1
Hanson County,SD,Low,Medium,Very Low,Very Low,Low,High,-97.68905,0.0
Hughes County,SD,Low,Medium,Very Low,Very Low,Low,Very High,-100.319996,12.7
Hutchinson County,SD,Low,Low,Very Low,Very Low,Low,Medium,-101.40236,15.3
Hyde County,SD,Low,Low,Very Low,Very Low,Low,Very High,-99.439332,13.7
Jackson County,SD,Medium,Low,Very Low,Very Low,Low,Medium,-81.708811,19.0
Jerauld County,SD,Low,Low,Very Low,Very Low,Low,High,-98.42462,0.0
Jones County,SD,Low,Low,Very Low,Very Low,Low,Low,-99.623217,13.3
Kingsbury County,SD,Low,Low,Very Low,Very Low,Low,Very High,-97.849532,8.6
Lake County,SD,Low,Low,Very Low,Very Low,Low,High,-97.215415,20.3
Lawrence County,SD,Low,Low,Very Low,Very Low,Low,Low,-87.501768,14.2
Lincoln County,SD,Low,Medium,Very Low,Very Low,Low,High,-110.900716,0.0
Lyman County,SD,Medium,Low,Very Low,Very Low,Low,High,-99.583754,14.9
McCook County,SD,Low,Low,Very Low,Very Low,Low,High,-97.184335,11.0
McPherson County,SD,Low,Low,Very Low,Very Low,Low,Medium,-97.427721,0.0
Marshall County,SD,Low,Low,Very Low,Very Low,Low,High,-80.696027,18.6
Meade County,SD,Low,Low,Very Low,Very Low,Low,High,-103.33319,14.9
Mellette County,SD,High,Low,Very Low,Very Low,Low,High,-100.744877,12.5
Miner County,SD,Low,Low,Very Low,Very Low,Low,High,-97.595945,0.0
Minnehaha County,SD,Low,Low,Low,Very Low,Low,High,-96.464344,14.5
Moody County,SD,Low,Low,Very Low,Very Low,Low,High,-96.657813,12.6
Pennington County,SD,Low,Low,Very Low,Very Low,Low,High,-102.446368,12.1
Perkins County,SD,Low,Low,Very Low,Very Low,Low,High,-102.044184,18.5
Potter County,SD,Low,Low,Very Low,Very Low,Low,Medium,-101.830199,17.7
Roberts County,SD,Medium,Low,Very Low,Very Low,Low,Very High,-97.039106,18.3
Sanborn County,SD,Low,Low,Very Low,Very Low,Low,High,-98.271711,11.6
Spink County,SD,Low,Low,Very Low,Very Low,Low,Very High,-98.097401,0.0
Sully County,SD,Low,Medium,Very Low,Very Low,Low,Very High,-100.07345,11.8
Todd County,SD,High,Low,Very Low,Very Low,Low,High,-101.030689,21.7
Tripp County,SD,Low,Low,Very Low,Very Low,Low,High,-99.855177,17.0
Turner County,SD,Low,Low,Very Low,Very Low,Low,High,-97.157586,11.5
Union County,SD,Low,Medium,Very Low,Very Low,Low,Medium,-83.806439,8.3
Walworth County,SD,Low,Low,Very Low,Very Low,Low,High,-88.413527,30.9
Yankton County,SD,Low,Low,Very Low,Very Low,Low,High,-97.173726,14.0
Ziebach County,SD,High,Low,Very Low,Very Low,Low,Very High,-101.227615,16.5
Anderson County,TN,Medium,Low,Very Low,Very Low,Low,Very Low,-99.6124226,12.7
Bedford County,TN,Low,Low,Very Low,Very Low,Low,Medium,-79.725502,11.4
Benton County,TN,Medium,Low,Very Low,Very Low,Low,Very High,-119.044842,34.4
Blount County,TN,Low,Low,Very Low,Very Low,Low,Medium,-83.868542,17.0
Bradley County,TN,Medium,Low,Very Low,Very Low,Low,Medium,-84.909587,20.6
Campbell County,TN,Medium,Low,Very Low,Very Low,Low,High,-105.496241,38.3
Carroll County,TN,Medium,Low,Very Low,Very Low,Low,Medium,-80.809459,16.9
Carter County,TN,Medium,Low,Very Low,Very Low,Low,Medium,-82.232529,17.6
Cheatham County,TN,Low,Low,Low,Very Low,Low,Medium,-87.056488,22.2
Chester County,TN,Medium,Low,Very Low,Very Low,Low,Medium,-88.810464,0.0
Claiborne County,TN,Medium,Low,Low,Very Low,Low,Medium,-83.565762,17.3
Clay County,TN,Medium,Low,Very Low,Very Low,Low,Low,-98.231798,22.2
Coffee County,TN,Low,Low,Low,Very Low,Low,Medium,-86.083241,24.6
Crockett County,TN,Medium,Low,Very Low,Very Low,Low,Medium,-88.986111,26.0
Cumberland County,TN,Low,Low,Very Low,Very Low,Low,Medium,-78.399326,29.1
Davidson County,TN,Low,Low,Very Low,Very Low,Low,Medium,-86.767453,24.0
Decatur County,TN,Medium,Low,Very Low,Very Low,Low,Medium,-88.119357,18.1
DeKalb County,TN,Medium,Low,Very Low,Very Low,Low,Medium,-85.821149,15.7
Dickson County,TN,Low,Low,Low,Very Low,Low,Medium,-87.297973,19.7
Fayette County,TN,Low,Low,Very Low,Very Low,Low,Medium,-81.150437,10.5
Fentress County,TN,Medium,Low,Very Low,Very Low,Low,Medium,-84.935584,15.0
Franklin County,TN,Low,Low,Very Low,Very Low,Low,Very High,-118.556564,18.2
Gibson County,TN,Low,Low,Very Low,Very Low,Low,Medium,-88.945218,17.4
Giles County,TN,Low,Low,Very Low,Very Low,Low,Medium,-80.820692,13.0
Greene County,TN,Low,Low,Very Low,Very Low,Low,Medium,-82.819673,19.5
Grundy County,TN,Medium,Low,Very Low,Very Low,Low,Medium,-85.56558,22.8
Hamilton County,TN,Low,Low,Very Low,Very Low,Low,Low,-98.119669,16.5
Hancock County,TN,Medium,Low,Very Low,Very Low,Low,High,-80.616868,19.5
Hardeman County,TN,Medium,Low,Very Low,Very Low,Low,Low,-99.514142,19.6
Hardin County,TN,Medium,Low,Very Low,Very Low,Low,Very Low,-94.399895,26.2
Hawkins County,TN,Medium,Low,Very Low,Very Low,Low,Medium,-82.86088,17.9
Haywood County,TN,Medium,Low,Very Low,Very Low,Low,Medium,-82.910855,23.0
Henderson County,TN,Low,Low,Very Low,Very Low,Low,Low,-95.570391,24.9
Henry County,TN,Medium,Low,Very Low,Very Low,Low,Medium,-79.894608,11.7
Hickman County,TN,Medium,Low,Very Low,Very Low,Low,Medium,-87.344979,18.1
Houston County,TN,Medium,Low,Very Low,Very Low,Low,Low,-95.18537,20.0
Humphreys County,TN,Low,Low,Very Low,Very Low,Low,Low,-90.590427,10.3
Jackson County,TN,Medium,Low,Very Low,Very Low,Low,Medium,-81.708811,19.9
Jefferson County,TN,Low,Low,Very Low,Very Low,Medium,Medium,-77.810685,37.9
Johnson County,TN,Medium,Low,Very Low,Very Low,Medium,Low,-97.120532,43.7
Knox County,TN,Low,Low,Very Low,Very Low,Low,Low,-99.792932,12.8
Lake County,TN,High,Low,Very Low,Very Low,Low,High,-97.215415,37.6
Lauderdale County,TN,Medium,Low,Very Low,Very Low,Low,Medium,-89.534107,22.0
Lawrence County,TN,Medium,Low,Very Low,Very Low,Low,Low,-87.501768,18.2
Lewis County,TN,Low,Low,Very Low,Very Low,Low,Medium,-80.462208,18.1
Lincoln County,TN,Low,Low,Very Low,Very Low,Low,High,-110.900716,0.0
Loudon County,TN,Low,Low,Very Low,Very Low,Low,Medium,-84.26323,19.7
McMinn County,TN,Medium,Low,Low,Very Low,Low,Medium,-84.528084,16.7
McNairy County,TN,Medium,Low,Low,Very Low,Low,Medium,-88.429838,21.1
Macon County,TN,Medium,Low,Very Low,Very Low,Low,Medium,-85.848095,14.9
Madison County,TN,Medium,Low,Very Low,Very Low,Low,Low,-95.7565,19.6
Marion County,TN,Medium,Low,Very Low,Very Low,Low,Medium,-80.220774,18.1
Marshall County,TN,Low,Low,Very Low,Very Low,Low,High,-80.696027,20.0
Maury County,TN,Low,Low,Low,Very Low,Low,Medium,-87.160201,13.0
Monroe County,TN,Medium,Low,Very Low,Very Low,Low,Medium,-80.795017,17.8
Montgomery County,TN,Low,Low,Very Low,Very Low,Low,Medium,-80.488108,21.8
Moore County,TN,Low,Low,Very Low,Very Low,Low,Medium,-101.596432,0.0
Morgan County,TN,Medium,Low,Very Low,Very Low,Low,Medium,-78.455275,11.7
Obion County,TN,Medium,Low,Low,Very Low,Low,Medium,-89.110422,23.9
Overton County,TN,Low,Low,Low,Very Low,Low,Medium,-85.327301,17.0
Perry County,TN,Medium,Low,Very Low,Very Low,Low,High,-77.133946,24.4
Polk County,TN,Medium,Low,Very Low,Very Low,Low,Very High,-92.634675,24.5
Putnam County,TN,Medium,Low,Very Low,Very Low,Low,Medium,-81.81221,21.3
Rhea County,TN,Medium,Low,Low,Very Low,Low,Medium,-85.076234,16.9
Roane County,TN,Low,Low,Very Low,Very Low,Low,Medium,-84.674943,15.5
Robertson County,TN,Low,Low,Very Low,Very Low,Low,Low,-96.595217,14.4
Rutherford County,TN,Low,Medium,Very Low,Very Low,Low,Medium,-86.416022,18.7
Scott County,TN,Medium,Low,Very Low,Very Low,Low,Medium,-82.563351,22.0
Sequatchie County,TN,Medium,Low,Low,Very Low,Low,Medium,-85.389663,16.3
Sevier County,TN,Low,Low,Very Low,Very Low,Low,Medium,-111.866596,21.0
Shelby County,TN,Medium,Low,Very Low,Very Low,Low,Low,-94.245706,10.6
Smith County,TN,Medium,Low,Very Low,Very Low,Low,Low,-95.305886,24.9
Stewart County,TN,Low,Low,Very Low,Very Low,Low,Medium,-87.639869,12.8
Sullivan County,TN,Low,Low,Very Low,Very Low,Low,Medium,-82.461254,17.4
Sumner County,TN,Low,Medium,Very Low,Very Low,Low,Medium,-86.605692,20.9
Tipton County,TN,Low,Low,Very Low,Very Low,Low,Medium,-89.830734,16.5
Unicoi County,TN,Medium,Low,Very Low,Very Low,Low,Medium,-82.411994,19.5
Union County,TN,Medium,Low,Very Low,Very Low,Low,Medium,-83.806439,16.8
Van Buren County,TN,Medium,Low,Very Low,Very Low,Low,High,-86.267118,18.7
Warren County,TN,Medium,Low,Very Low,Very Low,Low,Medium,-85.860575,16.8
Washington County,TN,Low,Low,Very Low,Very Low,Low,High,-88.047646,23.2
Wayne County,TN,Medium,Low,Very Low,Very Low,Low,Medium,-82.441558,18.1
Weakley County,TN,Medium,Low,Low,Very Low,Low,Medium,-88.825057,19.4
White County,TN,Medium,Low,Very Low,Very Low,Low,Medium,-85.472439,19.3
Williamson County,TN,Low,High,Very Low,Very Low,Low,Low,-97.423961,9.9
Wilson County,TN,Low,Medium,Very Low,Very Low,Low,Very Low,-97.963888,13.4
Anderson County,TX,Medium,Low,Very Low,Very Low,Low,Very Low,-99.6124226,13.1
Andrews County,TX,Low,Medium,Low,Very Low,Low,Low,-102.551531,17.7
Angelina County,TX,Low,Low,Low,Very Low,Low,Low,-94.782885,14.1
Aransas County,TX,Medium,Low,Very Low,Very Low,Low,Very Low,-96.987818,32.3
Archer County,TX,Low,Medium,Very Low,Very Low,Low,Low,-98.434932,14.4
Armstrong County,TX,Low,Low,Very Low,Very Low,Low,High,-79.531209,15.3
Atascosa County,TX,Medium,Low,Very Low,Very Low,Low,Very Low,-98.472227,13.5
Austin County,TX,Low,Medium,Very Low,Very Low,Low,Very Low,-96.063517,16.8
Bailey County,TX,Low,Low,Very Low,Very Low,Low,Low,-102.72838,20.2
Bandera County,TX,Low,Low,Very Low,Very Low,Low,Very Low,-98.991496,14.9
Bastrop County,TX,Low,Low,Low,Very Low,Low,Very Low,-97.15041,15.3
Baylor County,TX,Low,Low,Very Low,Very Low,Low,Low,-99.258495,16.6
Bee County,TX,Medium,Low,Very Low,Very Low,Low,Very Low,-97.798026,32.4
Bell County,TX,Low,Low,Very Low,Very Low,Medium,Low,-97.780019,29.2
Bexar County,TX,Low,Low,Low,Very Low,Low,Very Low,-98.657373,16.2
Blanco County,TX,Low,Low,Very Low,Very Low,Low,Low,-98.361174,13.0
Bosque County,TX,Low,Low,Very Low,Very Low,Low,Low,-97.649091,15.2
Bowie County,TX,Medium,Low,Medium,Very Low,Low,Low,-94.118707,22.6
Brazoria County,TX,Low,Medium,Very Low,Very Low,Low,Very Low,-95.283757,19.3
Brazos County,TX,Medium,Low,Low,Very Low,Low,Low,-96.322241,20.1
Brewster County,TX,Low,Low,Very Low,Very Low,Low,Very Low,-103.664456,19.5
Brooks County,TX,Medium,Low,Very Low,Very Low,Low,Very Low,-98.064536,45.7
Brown County,TX,Medium,Low,Very Low,Very Low,Low,Very High,-88.234279,19.0
Burleson County,TX,Low,Low,Very Low,Very Low,Low,Low,-96.700624,17.6
Burnet County,TX,Low,Low,Very Low,Very Low,Low,Low,-98.27137,21.5
Caldwell County,TX,Low,Low,Very Low,Very Low,Low,Very Low,-97.937735,0.0
Calhoun County,TX,Low,Low,Very Low,Very Low,Low,Very Low,-96.555402,23.4
Cameron County,TX,Medium,Low,Very Low,Very Low,Low,Very Low,-97.581886,13.2
Cass County,TX,Medium,Low,Very Low,Very Low,Low,Low,-94.15323,20.6
Castro County,TX,Medium,Low,Very Low,Very Low,Low,Low,-102.102346,19.8
Chambers County,TX,Low,Medium,Very Low,Very Low,Medium,Very Low,-94.885527,23.5
Cherokee County,TX,Medium,Low,Very Low,Very Low,Low,Low,-95.122103,0.0
Clay County,TX,Low,Low,Very Low,Very Low,Low,Low,-98.231798,14.2
Cochran County,TX,Medium,Low,Very Low,Very Low,Low,Low,-102.61337,15.2
Coke County,TX,Low,Low,Very Low,Very Low,Low,Low,-100.295123,19.0
Collin County,TX,Low,Medium,Very Low,Very Low,Medium,Low,-96.519995,17.7
Collingsworth County,TX,Medium,Low,Very Low,Very Low,Low,Low,-100.214092,17.4
Colorado County,TX,Low,Low,Low,Very Low,Low,Very Low,-96.584857,16.5
Comal County,TX,Low,Medium,Very Low,Very Low,Medium,Very Low,-98.251244,27.3
Comanche County,TX,Low,Low,Very Low,Very Low,Low,Low,-98.402529,20.0
Cooke County,TX,Low,Low,Very Low,Very Low,Low,Low,-97.152641,17.4
Coryell County,TX,Low,Low,Very Low,Very Low,Low,Low,-97.511327,17.5
Cottle County,TX,Medium,Low,Very Low,Very Low,Low,Low,-100.303693,13.3
Crockett County,TX,Low,Low,Very Low,Very Low,Low,Medium,-88.986111,18.6
Crosby County,TX,Medium,Low,Very Low,Very Low,Low,Low,-101.384591,20.2
Culberson County,TX,Medium,Low,Very Low,Very Low,Low,Low,-104.834154,22.1
Dallas County,TX,Low,Low,Very Low,Very Low,Low,Low,-96.708069,26.7
Dawson County,TX,Medium,Low,Very Low,Very Low,Low,Low,-101.715847,0.0
Delta County,TX,Medium,Low,Very Low,Very Low,Low,Low,-95.853057,16.2
Denton County,TX,Low,Medium,Very Low,Very Low,Medium,Low,-96.903328,19.9
DeWitt County,TX,Medium,Low,Low,Very Low,Low,Very Low,-97.505025,14.5
Dickens County,TX,Medium,Low,Very Low,Very Low,Low,Low,-100.850215,15.7
Dimmit County,TX,Medium,Low,Low,Very Low,Low,Very Low,-99.83114,22.3
Donley County,TX,Medium,Low,Very Low,Very Low,Low,Low,-100.65905,15.3
Duval County,TX,Medium,Low,Medium,Very Low,Medium,Very Low,-81.39661,45.1
Eastland County,TX,Medium,Low,Very Low,Very Low,Low,Low,-98.675315,13.8
Edwards County,TX,Medium,Low,Very Low,Very Low,Low,Medium,-99.411378,16.4
Ellis County,TX,Low,Medium,Very Low,Very Low,High,Low,-97.10224,49.4
El Paso County,TX,Medium,Low,Low,Very Low,Low,Low,-106.57503,20.0
Erath County,TX,Low,Low,Very Low,Very Low,Low,Low,-98.219918,20.7
Falls County,TX,Medium,Low,Very Low,Very Low,Low,Low,-96.974462,20.4
Fannin County,TX,Low,Low,Very Low,Very Low,Low,Low,-96.344594,18.7
Fayette County,TX,Low,Low,Very Low,Very Low,Low,Medium,-81.150437,11.2
Floyd County,TX,Medium,Low,Very Low,Very Low,Low,Low,-101.336787,21.2
Fort Bend County,TX,Low,High,Very Low,Very Low,Low,Very Low,-95.931018,10.6
Franklin County,TX,Low,Low,Very Low,Very Low,Low,Very High,-118.556564,19.8
Freestone County,TX,Low,Low,Very Low,Very Low,Low,Low,-96.280818,16.8
Frio County,TX,Medium,Low,Very Low,Very Low,Low,Very Low,-99.098991,19.9
Gaines County,TX,Low,Low,Very Low,Very Low,Low,Low,-102.650467,21.0
Galveston County,TX,Low,Medium,Very Low,Very Low,Medium,Very Low,-94.914945,39.5
Gillespie County,TX,Low,Low,Very Low,Very Low,Low,Very Low,-99.272581,15.8
Glasscock County,TX,Low,Medium,Very Low,Very Low,Low,Low,-101.488384,13.3
Gray County,TX,Low,Low,Very Low,Very Low,Low,Medium,-100.965025,17.4
Grayson County,TX,Low,Low,Very Low,Very Low,Low,Medium,-81.149248,14.0
Gregg County,TX,Low,Low,Low,Very Low,Medium,Low,-94.904911,31.2
Grimes County,TX,Low,Low,Low,Very Low,Low,Very Low,-95.829997,27.4
Guadalupe County,TX,Low,Medium,Very Low,Very Low,Low,Very Low,-98.1501,0.0
Hale County,TX,Medium,Low,Very Low,Very Low,Low,Low,-87.627545,20.9
Hall County,TX,Medium,Low,Very Low,Very Low,Low,Low,-100.895302,21.0
Hamilton County,TX,Low,Low,Very Low,Very Low,Low,Low,-98.119669,17.5
Hansford County,TX,Low,Low,Low,Very Low,Low,Medium,-101.194289,13.8
Hardeman County,TX,Low,Low,Very Low,Very Low,Low,Low,-99.514142,19.4
Hardin County,TX,Low,Low,Very Low,Very Low,Low,Very Low,-94.399895,17.2
Harris County,TX,Low,Low,Very Low,Very Low,Medium,Very Low,-95.383966,26.6
Harrison County,TX,Medium,Low,Very Low,Very Low,Low,Medium,-80.305443,22.2
Hartley County,TX,Low,Medium,Very Low,Very Low,Low,Medium,-102.512375,15.6
Haskell County,TX,Medium,Low,Very Low,Very Low,Low,Low,-99.673674,21.1
Hays County,TX,Low,Medium,Very Low,Very Low,Low,Very Low,-98.090553,16.8
Henderson County,TX,Low,Low,Very Low,Very Low,Low,Low,-95.570391,22.9
Hidalgo County,TX,Medium,Low,Low,Very Low,Low,Very Low,-98.340422,15.6
Hill County,TX,Low,Low,Very Low,Very Low,Low,Low,-96.928185,19.2
Hockley County,TX,Low,Low,Low,Very Low,Low,Low,-102.490809,22.5
Hood County,TX,Low,Medium,Very Low,Very Low,Low,Low,-98.047055,18.3
Hopkins County,TX,Low,Low,Very Low,Very Low,Low,Low,-95.536066,21.3
Houston County,TX,Medium,Low,Very Low,Very Low,Low,Low,-95.18537,21.4
Howard County,TX,Medium,Low,Very Low,Very Low,Low,Low,-101.308823,20.3
Hunt County,TX,Low,Low,Low,Very Low,Low,Low,-96.252228,29.5
Hutchinson County,TX,Low,Low,Very Low,Very Low,Low,Medium,-101.40236,14.3
Irion County,TX,Low,Medium,Very Low,Very Low,Low,Low,-100.820808,16.6
Jack County,TX,Low,Low,Low,Very Low,Low,Low,-98.068784,16.4
Jackson County,TX,Low,Low,Very Low,Very Low,Low,Medium,-81.708811,12.8
Jasper County,TX,Low,Low,Very Low,Very Low,Low,Low,-93.90007,14.1
Jeff Davis County,TX,Low,Low,Very Low,Very Low,Low,Low,-104.495314,13.1
Jefferson County,TX,Low,Low,Very Low,Very Low,Medium,Medium,-77.810685,33.9
Jim Hogg County,TX,Medium,Low,Very Low,Very Low,Low,Very Low,-98.686068,18.0
Jim Wells County,TX,Medium,Low,Medium,Very Low,Low,Very Low,-97.993728,27.1
Johnson County,TX,Low,Medium,Very Low,Very Low,Medium,Low,-97.120532,24.9
Jones County,TX,Medium,Low,Very Low,Very Low,Low,Low,-99.623217,15.0
Karnes County,TX,Medium,Low,Very Low,Very Low,Low,Very Low,-97.713067,15.6
Kaufman County,TX,Low,Medium,Very Low,Very Low,Medium,Low,-96.474931,34.0
Kendall County,TX,Low,Medium,Very Low,Very Low,Low,Very Low,-98.729667,16.5
Kent County,TX,Low,Low,Very Low,Very Low,Low,Low,-100.659691,0.0
Kerr County,TX,Low,Low,Very Low,Very Low,Low,Very Low,-99.237509,20.7
King County,TX,Low,Medium,Very Low,Very Low,Low,Very High,-122.455105,16.6
Kinney County,TX,Medium,Low,Very Low,Very Low,Low,Very Low,-100.425481,22.3
Kleberg County,TX,Medium,Low,Low,Very Low,Low,Very Low,-97.79809,25.4
Knox County,TX,Medium,Low,Very Low,Very Low,Low,Low,-99.792932,15.4
Lamar County,TX,Medium,Low,Very Low,Very Low,Low,Low,-95.724933,16.6
Lamb County,TX,Medium,Low,Very Low,Very Low,Low,Low,-102.33488,18.9
La Salle County,TX,Medium,Low,Very Low,Very Low,Low,Very Low,-99.354489,20.4
Lavaca County,TX,Low,Low,Very Low,Very Low,Low,Very Low,-97.173611,20.4
Lee County,TX,Low,Low,Very Low,Very Low,Low,Medium,-83.057415,12.0
Leon County,TX,Low,Low,Very Low,Very Low,Low,Low,-96.115745,15.8
Liberty County,TX,Low,Low,Very Low,Very Low,Low,Very Low,-95.095802,16.9
Limestone County,TX,Medium,Low,Very Low,Very Low,Low,Low,-96.528061,19.1
Lipscomb County,TX,Low,Medium,Very Low,Very Low,Low,Medium,-100.325792,15.4
Llano County,TX,Low,Low,Very Low,Very Low,Low,Low,-98.418768,27.8
Lubbock County,TX,Medium,Low,Medium,Very Low,Low,Low,-101.685343,27.5
McLennan County,TX,Medium,Low,Low,Very Low,Medium,Low,-97.230789,32.3
Madison County,TX,Medium,Low,Very Low,Very Low,Low,Low,-95.7565,22.4
Marion County,TX,Medium,Low,Very Low,Very Low,Low,Medium,-80.220774,21.2
Martin County,TX,Low,Medium,Very Low,Very Low,Low,Low,-101.793032,15.6
Mason County,TX,Low,Low,Very Low,Very Low,Low,Medium,-82.1353,14.7
Matagorda County,TX,Medium,Low,Low,Very Low,Low,Very Low,-96.255157,19.4
Maverick County,TX,Medium,Low,Low,Very Low,Low,Very Low,-100.468309,22.5
Medina County,TX,Low,Low,Very Low,Very Low,Low,Very Low,-98.79465,19.5
Menard County,TX,Medium,Low,Very Low,Very Low,Low,Low,-99.783678,17.9
Midland County,TX,Low,Medium,Very Low,Very Low,Medium,Low,-102.341062,23.3
Milam County,TX,Low,Low,Very Low,Very Low,Low,Low,-97.206487,15.7
Mills County,TX,Low,Low,Very Low,Very Low,Low,Low,-98.5698,16.8
Mitchell County,TX,Medium,Low,Very Low,Very Low,Low,Low,-100.938164,26.1
Montague County,TX,Low,Low,Very Low,Very Low,Low,Low,-97.730171,16.6
Montgomery County,TX,Low,Medium,Very Low,Very Low,Low,Medium,-80.488108,14.9
Moore County,TX,Low,Low,Very Low,Very Low,Low,Medium,-101.596432,0.0
Morris County,TX,Medium,Low,Very Low,Very Low,Low,Low,-94.72588,22.7
Motley County,TX,Low,Low,Very Low,Very Low,Low,Low,-100.856142,14.1
Nacogdoches County,TX,Medium,Low,Low,Very Low,Low,Low,-94.652046,23.4
Navarro County,TX,Medium,Low,Low,Very Low,Low,Low,-96.33257,0.0
Newton County,TX,Medium,Low,Very Low,Very Low,Low,Low,-93.601865,23.0
Nueces County,TX,Medium,Low,Medium,Very Low,Low,Very Low,-97.79245,18.1
Oldham County,TX,Low,Low,Very Low,Very Low,Low,Medium,-102.252069,25.6
Orange County,TX,Low,Low,Very Low,Very Low,Low,High,-72.550642,23.2
